Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Cluster
Rohini,Delhi,Vaishno Punjabi Dhaba,300.0,4.5,50.0,North Indian,Sector-8,30.999999999999996,1
Vesu,Surat,Madras Dhosa Center,200.0,4.4,50.0,South Indian,Vesu,55.0,1
Chamrajpet,Bangalore,Sri Sai Cafe,150.0,4.3,20.0,Fast Food,Basavanagudi,52.0,1
Ellisbridge,Ahmedabad,Puffizza,700.0,4.2,20.0,"Pizzas,Italian,Fast Food",Navrangpura,32.0,1
Vastrapur,Ahmedabad,Kilos - By Food On Way,150.0,4.2,50.0,"North Indian,Punjabi,Thalis,Salads,Beverages,Chinese,Combo,Tandoor",Vastrapur,45.0,0
Bhowanipore,Kolkata,The Flaming Bowl,1000.0,4.1,50.0,"Chinese,Thai,Japanese,Burmese,North Indian",Bhawanipore,67.0,1
Rohini,Delhi,Bablu Best Bakers,250.0,3.4999999999999996,100.0,"Bakery,Desserts",Rohini,30.0,0
Teynampet,Chennai,Cream Stone,300.0,4.6,100.0,"Ice Cream,Desserts,Beverages",Alwarpet,53.0,0
West Marredpally,Hyderabad,The Starter,250.0,4.4,20.0,Chaat  Street Food  Beverages  Home Food  Salads  Snacks,Kharkhana & Trimulgherry,72.0,1
Ghatkopar East,Mumbai,Inox,400.0,2.9,80.0,Fast Food,Neelyog Square Mall,53.0,0
Baguihati,Kolkata,Nisha'S Veg Kitchen,300.0,4.4,100.0,"Indian,Rajasthani,Punjabi,Thalis,Desserts,Beverages",Lake Town,97.0,1
Kilpauk,Chennai,Swaad Punjab Ka,500.0,4.1,100.0,"Punjabi,North Indian",Kilpauk,45.99999999999999,1
Budh Vihar,Delhi,Pandit Ji Ke Paranthe,300.0,3.3,50.0,Indian,Budh Vihar Phase 1,45.99999999999999,1
Gulbai Tekra,Ahmedabad,1441 Pizzeria,400.0,4.3,100.0,"Italian,Pizzas,Pastas,Fast Food,Desserts,Beverages",Navrangpura,38.0,0
Vastrapur,Ahmedabad,The Healthy Stove,200.0,3.8,500.0,"North Indian,Healthy Food,Salads,Chinese,Thalis,Fast Food,Street Food,Beverages,Biryani,Continental,Punjabi,Italian,Gujarati",Vastrapur,40.0,1
Shivajinagar,Pune,Chirp Cafe,400.0,4.4,20.0,"Beverages,Chinese,Indian,Italian,Pizzas",Shivaji Nagar,48.0,0
Shivajinagar,Pune,Khichdi Express,200.0,4.6,20.0,"Healthy Food,Home Food,Desserts",Shivaji Nagar,40.0,0
Santacruz East,Mumbai,Youzhi - By Stove,400.0,2.9,80.0,"Asian,Pan-Asian,Chinese,Beverages,Desserts",Scruz Bandra East,44.0,1
Wanowrie,Pune,Dum Biryani,300.0,2.9,80.0,Maharashtrian,Wanowrie,65.0,0
Ashok Nagar,Bangalore,Quattro,1000.0,2.9,80.0,"Italian,Mexican,Pizzas,Pastas",Richmond Town,45.99999999999999,1
Mylapore,Chennai,Mani Sri Saastha Kitchen,250.0,2.9,80.0,Indian,Mylapore,70.0,1
Modi Colony,Pune,Cafe Chokolade,120.0,4.7,20.0,"Desserts,Ice Cream",Chokolade Camp Gst,30.0,0
Gokhalenagar,Pune,Ganpat Sweets,100.0,4.6,20.0,"Indian,Snacks",Shivaji Nagar,45.0,0
Kothapet,Hyderabad,Nic Natural Ice Creams,120.0,4.5,1000.0,Ice Cream  Desserts,Magic Spoons Enterprises,45.99999999999999,1
Jayanagar,Bangalore,Parimala Sweets,200.0,2.9,80.0,"Snacks,Sweets",Jayanagar,53.99999999999999,1
Srirampura,Bangalore,Geet'S Kitchen,199.0,2.9,80.0,"North Indian,South Indian",Majestic,52.0,0
Powai,Mumbai,Damodar Kulfiwala,150.0,2.9,80.0,"Desserts,Ice Cream",Powai,47.0,0
Santacruz East,Mumbai,Shreenath Sweets Snacks And Farsan,150.0,4.1,100.0,"Desserts,Snacks,Sweets",Shastri Nagar,34.0,1
Beleghata,Kolkata,John'S Bakery,100.0,4.1,100.0,Bakery,6D Surah Second Lane,49.0,0
Narayanguda,Hyderabad,Jenny'S Brownies,300.0,3.2,20.0,"Desserts,Beverages",Old Mla Quarters Road,32.0,0
Navrangpura,Ahmedabad,Swad-E-Punjab,300.0,4.3,100.0,"North Indian,Punjabi,Thalis,Combo,Gujarati",Navrangpura,34.0,1
Kothrud,Pune,Singh Saab,200.0,4.0,500.0,"Indian,Snacks,Punjabi,Street Food,Desserts,Beverages",Kothrud,52.0,1
Bhowanipore,Kolkata,Noodle Chef,350.0,4.0,50.0,"Chinese,Fast Food",South Kolkata,60.0,1
Shivaji Nagar,Pune,Crazysizzlers,600.0,2.9,80.0,"Pastas,Pizzas,Continental,Chinese,Thai",J M Roadshivaji Nagar,38.0,0
Sector 11 Rohini,Delhi,Dhruv'S Kitchen,250.0,2.9,80.0,Indian,Rohini,58.00000000000001,0
Koyambedu,Chennai,Dosa Kadai - Since 1989,150.0,4.1,50.0,"South Indian,North Indian",Madras Thiruvallur High Road,80.0,0
Barabazar Market,Kolkata,Satvik,250.0,2.9,80.0,Indian,Burrabazar,52.0,1
Himayatnagar,Hyderabad,A Bleu Basil,700.0,4.1,100.0,Indian,Himayath Nagar,36.0,0
Khairtabad,Hyderabad,Babai Express,200.0,3.7,20.0,Snacks  South Indian  Telangana,Lakdikapul,39.0,0
Ghatkopar East,Mumbai,Say Cheese,250.0,4.1,100.0,"Fast Food,Snacks,Italian,Chinese,Pizzas,Combo",Ghatkopar Vikhroli,48.0,1
Kodambakkam,Chennai,Shakes And Desserts,200.0,3.8999999999999995,100.0,"Ice Cream,Juices,North Indian,Salads",Choolaimadu Near Basha Street,50.00000000000001,1
Paschim Vihar,Delhi,Nic Natural Ice Creams,120.0,4.5,100.0,"Ice Cream,Desserts",Paschim Vihar,35.0,1
Mylapore,Chennai,Nei Idly Sambar,200.0,3.8,100.0,South Indian,Mylapore,65.0,1
Prashant Vihar Rohini,Delhi,Spice N Curry,300.0,3.8999999999999995,100.0,"Chinese,North Indian",Sec-14,53.99999999999999,1
Gultekdi,Pune,Shreeji Pure Veg,300.0,4.1,50.0,"North Indian,South Indian,Chinese",Bibwewadi,60.0,1
Santacruz East,Mumbai,Sandwich Plus,200.0,2.9,80.0,Fast Food,Scruz Bandra East,38.0,1
Santacruz East,Mumbai,French Fries Fusion,200.0,2.9,80.0,Fast Food,Scruz Bandra East,47.0,0
Lake Town,Kolkata,Idly Aunty,250.0,4.0,100.0,South Indian,Lake Town,68.0,0
Vishal Nagar,Surat,La Pino'Z Pizza,300.0,4.3,100.0,"Pizzas,Italian,Snacks,Desserts,Beverages",Laxmi Enclave Katargam,57.0,0
Koramangala,Bangalore,Chaat Street,200.0,4.2,100.0,"Fast Food,Snacks,Chaat,Street Food,Beverages,Combo,North Indian,Indian,Maharashtrian,Rajasthani",Btm,58.00000000000001,0
Rajajinagar,Bangalore,Great Indian Khichdi,200.0,4.2,500.0,"Indian,Home Food,Healthy Food,Snacks",Basaveshwaranagar,56.0,0
Chembur,Mumbai,Feast Cakes And Bakes,500.0,2.9,80.0,Bakery,Kurla,43.0,0
Bharthana,Surat,Kwality Walls Frozen Dessert & Ice Cream Shop,100.0,4.6,100.0,"Desserts,Ice Cream",Piplod,47.0,0
Kondhwa Budruk,Pune,Drunken Shake,100.0,2.9,80.0,Beverages,Dhankawadi,74.0,0
Santacruz,Mumbai,Great Indian Khichdi,200.0,4.4,500.0,Indian  Home Food  Healthy Food  Snacks,Scruz Bandra East,38.0,0
Rohini,Delhi,Great Indian Khichdi,200.0,4.3,100.0,"Indian,Home Food,Healthy Food,Snacks",Sector 7,33.0,0
Saki Naka,Mumbai,Fresh Meals Company,300.0,3.8,100.0,"North Indian,Home Food",Marol Sakinaka,40.0,0
Karve Nagar,Pune,Cloud Khichdi,250.0,4.1,100.0,"North Indian,Punjabi,Maharashtrian,Gujarati",Kothrud,51.0,0
Gandhi Nagar,Chennai,Chennai Creams,200.0,2.9,80.0,Indian,Nungambakkam,59.0,0
Banjara Hills,Hyderabad,Govi'S Organic Foods,300.0,4.7,100.0,Sweets  Desserts  Snacks  Home Food  Indian,Khairtabad,45.0,0
Mylapore,Chennai,Inox,400.0,2.9,80.0,Fast Food,Chennai City Center,61.0,0
Banjara Hills,Hyderabad,Inox,400.0,2.9,80.0,Fast Food,Hyderabad Gvk One,64.0,0
Kachiguda,Hyderabad,Lassi Corner,150.0,4.1,100.0,"Hyderabadi,Desserts,Fast Food",Barkathpura,28.0,0
Pitam Pura,Delhi,Kwality Walls Frozen Dessert & Ice Cream Shop,100.0,4.6,500.0,"Desserts,Ice Cream",Nsp,29.000000000000004,0
Erandwane,Pune,Sundae Everyday Ice Creams,200.0,4.2,20.0,"Ice Cream,Desserts",Kothrud,48.0,1
Himayatnagar,Hyderabad,Fruitfull,150.0,4.2,500.0,Healthy Food,Himayat Nagar,28.0,0
Camp,Pune,The Brooklyn Creamery - The Healthy Ice Cream,200.0,2.9,80.0,"Desserts,Ice Cream",Maruti Chowk,33.0,1
Santacruz East,Mumbai,Juhu Chaatwala,200.0,2.9,80.0,Fast Food,Scruz Bandra East,38.0,0
Himayatnagar,Hyderabad,The Belgian Waffle Co.,200.0,4.4,500.0,"Desserts,Beverages",Zee Plaza,39.0,1
Purasaiwakkam,Chennai,The Greenhouse Barbecue,900.0000000000001,4.2,20.0,Barbecue,Kilpauk,50.00000000000001,1
Rohini,Delhi,Pure Veg Meals By Lunchbox,200.0,2.9,80.0,"North Indian,Desserts,Biryani",Sector 8,37.0,1
Santacruz East,Mumbai,Pure Veg Meals By Lunchbox,200.0,3.8999999999999995,20.0,"North Indian,Desserts,Biryani",Kalina,35.0,1
Shaniwar Peth,Pune,Pure Veg Meals By Lunchbox,200.0,2.9,80.0,"North Indian,Desserts,Biryani",Shaniwar Peth,34.0,1
Ellisbridge,Ahmedabad,Pure Veg Meals By Lunchbox,200.0,2.9,80.0,"North Indian,Desserts,Biryani",Panchvati Ellis Bridge,37.0,1
Purasaiwakkam,Chennai,Pure Veg Meals By Lunchbox,200.0,3.4999999999999996,20.0,"North Indian,Desserts,Biryani",Purasaiwakkam,47.0,1
Abids & Koti,Hyderabad,Pure Veg Meals By Lunchbox,200.0,4.2,20.0,North Indian  Desserts  Biryani,Abids,36.0,1
Navrangpura,Ahmedabad,Apsara Ice Creams,150.0,4.6,100.0,"Ice Cream,Desserts",Lokhandwala Market,30.0,0
Ameerpet,Hyderabad,Scoops Ameerpet,250.0,2.9,80.0,Ice Cream  Desserts  Beverages,Ameerpet,65.0,1
Ghatkopar East,Mumbai,Chat Chaska,100.0,2.9,80.0,Chaat,Kurla,45.99999999999999,0
Nungambakkam,Chennai,Moo It,200.0,2.9,80.0,"Desserts,Ice Cream,Juices",Nungambakkam,45.99999999999999,1
Rohini,Delhi,Super India Restaurant,300.0,2.9,80.0,North Indian,Prashant Vihar Rohini Sector 14,56.0,1
Memnagar,Ahmedabad,Lassi Ghar,100.0,4.1,20.0,Beverages,Vastrapur,45.99999999999999,0
Kilpauk,Chennai,Gosip,200.0,4.2,20.0,"Italian,Fast Food,Beverages",Nungambakkam,49.0,0
Navrangpura,Ahmedabad,Hotel Cosmopolitan - Coriander,500.0,2.9,80.0,"North Indian,Chinese",Navrangpura,47.0,0
Ellisbridge,Ahmedabad,Mexicano By The Bay - Cafe,500.0,2.9,80.0,Mexican,Nehrubridge,36.0,1
East Kolkata Township,Kolkata,Pabrai'S Fresh And Naturelle Ice Creams,200.0,4.8,100.0,Ice Cream,Ruby Area,68.0,1
Koramangala,Bangalore,Grand Vaishno Dhaba,200.0,2.9,80.0,North Indian,Koramangala,61.0,0
Ellisbridge,Ahmedabad,Wagh Bakri Tea Lounge,500.0,2.9,80.0,"Beverages,Fast Food",Paldi & Ambawadi,33.0,1
Kalighat,Kolkata,Adi Sree Hari Mistanna Bhandar,100.0,4.5,1000.0,"Sweets,Desserts,Combo,Snacks",South Kolkata,63.0,0
Kothrud,Pune,Sri Krishna Aanand Bhavan,200.0,4.4,100.0,"Indian,Snacks,Beverages",New D P Road,64.0,1
Shukrawar Peth,Pune,Bapat Upahar Gruha,200.0,3.7,100.0,Indian,Swargate,34.0,0
Chembur,Mumbai,Dessert Cloud - Chembur,150.0,4.3,500.0,"Desserts,Beverages",Chembur,47.0,0
Paschim Vihar,Delhi,Shudh Vaishno Shanker Dhaba,300.0,4.2,100.0,North Indian,Paschim Vihar,48.0,1
Kilpauk,Chennai,Jalsa,500.0,2.9,80.0,"Chaat,Beverages",Kilpauk,49.0,0
Memnagar,Ahmedabad,Jalaram Parotha House - Townhallwala,200.0,3.7,20.0,"Fast Food,Indian",Vastrapur,45.0,0
Santacruz East,Mumbai,Oriental Pure Veg,300.0,2.9,80.0,Chinese,Scruz Bandra East,44.0,1
Sion,Mumbai,Poojari Pav	Bhaji,150.0,4.0,20.0,Fast Food,Matunga Wadala,51.0,1
Malleshwaram,Bangalore,Ganesh Dharshini,100.0,4.3,100.0,South Indian,Malleshwaram,55.0,0
Narotam Nagar,Surat,Apsara Ice Creams,150.0,4.4,100.0,"Ice Cream,Desserts",Adajan,34.0,0
Vastrapur,Ahmedabad,The Shake.Com,200.0,2.9,80.0,Beverages,Vastrapur,53.0,1
Vastrapur,Ahmedabad,Jassi De Parathe,650.0,4.4,500.0,North Indian,Vastrapur,40.0,0
Ghod Dod Road,Surat,Mealwale,250.0,4.1,100.0,North Indian,Ghod Dod Road,32.0,1
Nava Vadaj,Ahmedabad,Kutchi Fast Food,200.0,4.1,50.0,Fast Food,Naranpura,50.00000000000001,0
Anna Nagar,Chennai,A1 Chips Anna Nagar,200.0,4.4,20.0,"Snacks,Sweets",Annanagar,61.99999999999999,0
Malleshwaram,Bangalore,New Agarwal Bhavan,150.0,4.2,100.0,"Bakery,Sweets,Snacks",Malleshwaram,51.0,1
Andheri East,Mumbai,Fast Food Corner - Tejal'S Kitchen,250.0,2.9,80.0,"Fast Food,Continental",Powai,56.0,0
Nana Varachha,Surat,Icecream House,80.0,3.4,20.0,"Ice Cream,Beverages,Desserts",Varachha,52.0,0
Bhowanipore,Kolkata,Dosa Coffee,350.0,4.4,100.0,South Indian,South Kolkata,59.0,0
Andheri East,Mumbai,Sweet Bengal,150.0,4.5,100.0,Sweets  Indian  Snacks  Desserts,Saki Vihar Road  Powai,42.0,1
Ameerpet,Hyderabad,Hd Restaurant,150.0,3.4999999999999996,20.0,South Indian  Chinese  Fast Food  Desserts  Beverages,Ameerpet,71.0,0
Thousand Lights,Chennai,It'S Waffle Time,300.0,2.9,80.0,Cafe,Nungambakkam,51.0,0
Ellisbridge,Ahmedabad,Tealogy,150.0,2.9,80.0,"Fast Food,Beverages",Navrangpura,39.0,1
Deccan Gymkhana,Pune,Wagh Bakri Tea Lounge,500.0,2.9,80.0,Fast Food,Shivaji Nagar,34.0,1
Alwarpet,Chennai,Gogo Desi,250.0,2.9,80.0,Indian,Alwarpet,68.0,0
Abids,Hyderabad,Famous Ice Cream,150.0,4.3,500.0,Ice Cream,Nampally,24.0,0
Bidhannagar,Kolkata,Saffron,300.0,4.3,20.0,"North Indian,Mughlai,Beverages",Sector V Salt Lake,84.0,1
Basheer Bagh,Hyderabad,Italian Express,350.0,3.4,100.0,"Italian,Mongolian,Jain",Basheer Bagh,35.0,0
Maninagar,Ahmedabad,Sainath Sandwich & Pizza,200.0,4.3,50.0,"Pizzas,Fast Food,Continental",Maninagar,39.0,1
Kilpauk,Chennai,Desi-Fied,250.0,2.9,80.0,"Italian,Chinese,Indian",Nungambakkam,44.0,0
Choolaimedu,Chennai,Roti Aur Paratha,250.0,4.4,50.0,North Indian,Choolaimedu,71.0,1
Old Washermanpet,Chennai,Hotel Sandeep,250.0,4.3,20.0,Indian,Royapuram,45.0,0
Choolaimedu,Chennai,Parvathi Rasoi,250.0,4.1,20.0,Indian,Choolaimedu,75.0,1
Choolaimedu,Chennai,Bistro Mylapore,250.0,2.9,80.0,"Chinese,Mexican",Choolaimedu,75.0,0
Choolaimedu,Chennai,3 V'S Bistro,250.0,2.9,80.0,"Pizzas,Fast Food",Choolaimedu,76.0,0
Choolaimedu,Chennai,Rice And Curry,250.0,2.9,80.0,"Indian,Chinese",Choolaimedu,73.0,1
Salt Lake,Kolkata,7Th Heaven,300.0,4.5,100.0,Bakery  Desserts  Snacks  Beverages  Waffle,Salt Lake,65.0,0
Vastrapur,Ahmedabad,The Paratha Project,200.0,3.2,20.0,"North Indian,Punjabi,Snacks",Vastrapur,49.0,1
Behala,Kolkata,Mirch Masala (The Veg Hub ),200.0,2.9,80.0,Indian,Alipore,90.0,1
Sion,Mumbai,Bombay Popsicles,200.0,2.9,80.0,Ice Cream,Matunga Wadala,49.0,0
Behala,Kolkata,Indian Express (Veg),300.0,3.4999999999999996,20.0,North Indian,Alipore,94.0,0
Behala,Kolkata,Rajdhani-The	Veg	Junction,200.0,4.0,100.0,Indian,Alipore,85.0,1
Vastrapur,Ahmedabad,Cake Jsk Live Cake,600.0,3.2,20.0,Bakery,Gurukul Rod,53.99999999999999,0
Chickpet,Bangalore,Southly Healthy,200.0,3.6,20.0,"South Indian,Healthy Food",Majestic,47.0,1
Parvati Paytha,Pune,Abhi'S Kitchen,250.0,4.0,20.0,"Chinese,Beverages",Bibwewadi,50.00000000000001,0
Egmore,Chennai,Delhi Highway,300.0,4.7,100.0,Indian,Egmore,45.0,0
Basavanagudi,Bangalore,Hotel Dwarka,200.0,4.4,1000.0,South Indian,Basavanagudi,52.0,0
Koti,Hyderabad,Shree Lalla Dhaba,350.0,4.1,100.0,North Indian,Abids & Koti,26.999999999999996,1
Chamrajpet,Bangalore,Swaad Kutirra,500.0,2.9,80.0,South Indian,Basavanagudi,56.0,1
Santacruz East,Mumbai,Sai Krupa Sandwiches & Snacks Centre,200.0,4.3,20.0,"Fast Food,Snacks",Bandra (East),45.99999999999999,1
Chembur,Mumbai,Tastings,300.0,2.9,80.0,"Bakery,Indian",Chembur,50.00000000000001,1
Navrangpura,Ahmedabad,Mocha Cafe,400.0,2.9,80.0,"Beverages,Snacks",Navrangpura,39.0,1
Vastrapur,Ahmedabad,Meal Express - A Brand By The Healthy Stove,300.0,3.6,100.0,"North Indian,Chinese,Gujarati,Thalis,Navratri Special,Biryani,Indian,Beverages,Healthy Food,Combo",Vastrapur,40.0,1
Kothrud,Pune,Mumma'S Food,300.0,2.9,80.0,"Indian,Sweets",Indira Shankar Nagari,70.0,1
Bhowanipore,Kolkata,The Chutney Co.,400.0,4.4,50.0,South Indian,Central Kolkata,59.0,1
Egmore,Chennai,Pind,550.0,4.4,100.0,"Mughlai,North Indian,Chinese",Egmore,44.0,1
Rohini,Delhi,Fresh Juice And Shakes,200.0,2.9,80.0,Juices,Rohini,38.0,0
Andheri East,Mumbai,Havmor Icecream,250.0,4.4,20.0,Desserts  Bakery  Ice Cream,Andheri East,45.99999999999999,0
Kankurgachi,Kolkata,Baskin Robbins,250.0,4.4,100.0,Desserts  Ice Cream,Kankurgachi,37.0,0
Jayanagar - 3Rd Block,Bangalore,Sri Udupi Food Hub,199.0,4.3,500.0,"South Indian,North Indian,Indian,Chinese,Fast Food,Combo,Chaat,Ice Cream,Desserts,Beverages",Jayanagar,47.0,1
Kilpauk,Chennai,Modo,600.0,4.4,100.0,"North Indian,Chinese,Indian,Jain,Biryani,Desserts,Beverages,Italian,Pastas,Continental,Thai,Mediterranean,Pan-Asian",Kilpauk,52.0,1
Erandwane,Pune,The Waffle Jar,200.0,3.8,100.0,"Bakery,Desserts,Ice Cream",Kothrud,49.0,1
Chembur,Mumbai,C Square Chat Cafe,200.0,4.0,100.0,"Chaat,Snacks,Fast Food",Teen Talao,48.0,0
Erandwane,Pune,Shakes +,300.0,3.7,20.0,"Beverages,Desserts",Pandurang Colony Erandwane,45.99999999999999,1
Amarpalli,Kolkata,Chaurasia Pan Shop,100.0,4.4,50.0,Paan,Lake Town,74.0,0
Paikpara,Kolkata,Pet Puja,250.0,3.6,20.0,Rajasthani  Indian  Bengali,Dumdum,78.0,1
Nana Varachha,Surat,Moonlight Creamery,60.0,2.9,80.0,"Ice Cream,Desserts,Beverages,Snacks",Shyamdham Chowk,55.0,1
Vastrapur,Ahmedabad,Bread Box Sandesh Press,200.0,2.9,80.0,"Fast Food,Indian",Vastrapur,38.0,0
Bidhannagar,Kolkata,Dreeam Waffles And Shakes,200.0,2.9,80.0,"Beverages,Desserts",Sector V Salt Lake,86.0,0
Malleshwaram,Bangalore,Sri Rajarajeshwari Iyer Mess,200.0,4.4,100.0,South Indian,Malleshwaram,55.0,1
Indiranagar,Bangalore,Sri Udupi Vaibhav,199.0,4.5,100.0,"South Indian,North Indian,Chinese",Indiranagar,48.0,1
Banjara Hills,Hyderabad,Krispy Kreme,170.0,4.3,100.0,Desserts  Beverages,G V K  One   Mall,53.99999999999999,0
Behala,Kolkata,Kakkad,200.0,3.8999999999999995,50.0,North Indian,Alipore,88.0,0
Kachiguda,Hyderabad,Cake Affair,400.0,2.9,80.0,Bakery,Nampally,36.0,0
Park Street Area,Kolkata,Little Roti,400.0,4.4,20.0,"Indian,South Indian,North Indian",Russel Street,63.0,1
Navrangpura,Ahmedabad,New Mumbai Fresh Vadapav,200.0,2.9,80.0,Indian,Navrangpura,36.0,1
Vastrapur,Ahmedabad,Urban Foodie,200.0,3.8999999999999995,50.0,"Fast Food,Snacks,Italian",Vastrapur,44.0,1
Navrangpura,Ahmedabad,Bread Box,200.0,2.9,80.0,Pizzas,Navrangpura,45.0,0
Ghatkopar East,Mumbai,Achija,200.0,4.1,500.0,"Fast Food,Snacks",Ghatkopar Vikhroli,44.0,0
Old Washermanpet,Chennai,Frozen World,200.0,2.9,80.0,Ice Cream,Royapuram,60.0,0
Bidhannagar,Kolkata,Port 15,1000.0,4.2,20.0,"Chinese,Tandoor,Continental",Salt Lake,64.0,1
Navrangpura,Ahmedabad,Shri Shayona Dairy,200.0,2.9,80.0,Indian,Navrangpura,53.99999999999999,1
Kilpauk,Chennai,Tcf - Twinchester Foods,200.0,2.9,80.0,"Chinese,Snacks",Kilpauk,57.0,1
Andheri East,Mumbai,Greens Pure Veg Restaurant,500.0,2.9,80.0,"North Indian,South Indian,Chinese,Fast Food",Marol Sakinaka,60.0,0
Banjara Hills,Hyderabad,Sundae Everyday Ice Cream,200.0,3.8999999999999995,50.0,"Desserts,Ice Cream",Banjara Hills,64.0,1
Egmore,Chennai,Havmor Havfunn,200.0,4.4,20.0,"Ice Cream,Ice Cream Cakes,Desserts",Egmore,33.0,0
Koramangala,Bangalore,Milkshake Memories By Gudbud,250.0,2.9,80.0,Beverages,Koramangala,57.0,1
Parvat Patiya,Surat,Hotel Maruti,250.0,4.2,50.0,"Punjabi,Chinese,Fast Food,Rajasthani,Gujarati,Juices,Home Food,Sweets,Snacks,Indian,North Indian,Beverages",Punakumbharia Rd Parvat Patiya,40.0,0
Rohini,Delhi,Natural Ice Cream,150.0,4.4,50.0,Ice Cream,Sector 8,35.0,1
Kothrud,Pune,Cakes N Cakes,200.0,3.8,100.0,"Bakery,Desserts",Kothrud,58.00000000000001,0
Taltala,Kolkata,Giani'S,250.0,2.9,80.0,"Ice Cream,Desserts,Beverages",Central Kolkata,53.0,0
George Town,Chennai,Howdy Chennai,200.0,3.7,20.0,"Indian,Fast Food,Snacks,Beverages",Sowcarpet,49.0,0
Barabazar Market,Kolkata,Bhikharam Chandmal - Burrabazar,300.0,4.7,50.0,Snacks  Sweets,Burrabazar,42.0,0
Nanpura,Surat,Nic Natural Ice Creams,120.0,4.7,500.0,"Ice Cream,Desserts",Athwa Gate Cirlce,28.0,1
Rohini,Delhi,Saravana South Indian Cafe,150.0,3.8999999999999995,20.0,"South Indian,Chinese",Rohini,38.0,1
Piplod,Surat,Kaapi & More,200.0,2.9,80.0,South Indian,Piplod,66.0,0
Shanti Nagar,Bangalore,Sri Udupi Grand Veg,250.0,4.1,100.0,"Beverages,North Indian,South Indian",Shantinagar,38.0,1
Ellisbridge,Ahmedabad,Harmony Resto Cafe,300.0,3.8999999999999995,50.0,"Fast Food,Snacks,Beverages",Navrangpura,32.0,0
Begumpet,Hyderabad,Retro Junks,150.0,4.6,50.0,Snacks,Somajiguda & Khairtabad,67.0,1
Memnagar,Ahmedabad,Kaapi & More,200.0,2.9,80.0,South Indian,Vastrapur,57.0,0
Maninagar,Ahmedabad,Bread Meal - Fast Food Corner,150.0,3.8999999999999995,100.0,"Pizzas,Italian-American,Indian,Snacks,Combo,Fast Food",Maninagar,45.99999999999999,0
Baguihati,Kolkata,Amma'S Pure Veg,250.0,3.6,20.0,"Indian,Rajasthani,Punjabi,Thalis,Desserts,Beverages",Lake Town,95.0,0
Basavanagudi,Bangalore,Creams & Bites,200.0,5.0,20.0,Ice Cream,Basavanagudi,50.00000000000001,0
Matunga,Mumbai,99 Pankcakes,300.0,4.1,50.0,Desserts  Beverages  Pizzas,Matunga Wadala,56.0,0
Lake Town,Kolkata,Kusum'S Kitchen,400.0,3.4,20.0,Indian,Lake Town,76.0,0
Rohini,Delhi,Cake.Com,250.0,2.9,80.0,"Desserts,Bakery",Rohini,37.0,0
Ashok Nagar,Bangalore,Bowlss Of Bliss,150.0,2.9,80.0,"Ice Cream,Healthy Food,American,Desserts,Beverages,Keto",Shantinagar,38.0,0
Chembur,Mumbai,Manis Cafe,200.0,4.5,1000.0,South Indian,Chembur,45.99999999999999,1
Rohini,Delhi,Kayansh Foods,250.0,2.9,80.0,"North Indian,Thalis,Combo",Rohini,40.0,0
Ghatkopar East,Mumbai,Sunil Sandwich And Gaurav Juice Centre,200.0,4.3,50.0,Fast Food,Ghatkopar Vikhroli,47.0,1
Santacruz East,Mumbai,Fast Food Corner By Tejal'S Kitchen,400.0,2.9,80.0,"Fast Food,Continental",Next To Raj Auto Garageyashwant Nagar Kalina,51.0,0
Ashok Nagar,Bangalore,Cold Stone Creamery,200.0,4.0,50.0,"Ice Cream,Desserts,Beverages",Garuda Mall,48.0,0
Sanjay Nagar,Surat,Hotel Shyam,200.0,3.7,50.0,"Punjabi,Rajasthani,Gujarati,Thalis,Chinese,Home Food,Desserts,Sweets,Snacks,Indian,North Indian,Beverages",Parvat Patiya,48.0,0
Santacruz East,Mumbai,Tejal'S Kitchen,400.0,4.4,500.0,"Gujarati,Rajasthani,Jain",Next To Raj Auto Garageyashwant Nagar Kalina,49.0,1
Bidhannagar,Kolkata,Tiffin Express,200.0,4.0,50.0,Indian,Salt Lake,77.0,1
East Kolkata Township,Kolkata,Snack Shack By Chatar Patar,200.0,4.4,500.0,"Snacks,Chaat,Fast Food,Cafe,Beverages,Pastas,Indian,Healthy Food",Ruby Area,76.0,1
Anna Nagar West,Chennai,Dessert Addiction,299.0,4.4,100.0,"Desserts,Ice Cream",Annanagar,65.0,0
Jayanagar,Bangalore,Davanagere Benne Dose,120.0,4.1,100.0,South Indian,4Th Block Jayanagar,49.0,0
Kalyan Nagar X Roads,Hyderabad,Gelatica Gelato - Ice Cream & Sorbet The Finest,200.0,4.5,50.0,Ice Cream  Desserts,Ameerpet,71.0,0
Mitul Square Piplod,Surat,Bake Master,200.0,3.8,100.0,"Pizzas,American,Italian,Fast Food,Snacks",Vesu,60.0,0
Shankarapura,Bangalore,Foodism.In,300.0,2.9,80.0,"Home Food,North Indian,Biryani,Thalis,Beverages,Chinese,Healthy Food,Indian,Combo",Basavanagudi,49.0,0
Navrangpura,Ahmedabad,Nic Natural Ice Creams,120.0,4.6,500.0,"Ice Cream,Desserts",Navrangpura,30.0,1
Santacruz East,Mumbai,Sandwizzaa,250.0,4.6,500.0,Fast Food,Scruz Bandra East,30.999999999999996,1
Gurukul,Ahmedabad,Sandwich Boxx,250.0,3.7,20.0,"Street Food,Fast Food",Vastrapur,50.00000000000001,1
